carrier_name,name_normalized,cert_date,reason,line_count,metric_ton_total,candidate_pool_size,fgis_record_id,ambiguous_vessel_keys,resolved_vessel_key,reviewer_note
HARVEST RAIN,HARVESTRAIN,2018-02-07,unmatched_outside_coverage,1,84426.0,0,UNMATCHED-HARVESTRAIN-20180207,,,
LUNITA,LUNITA,2018-02-07,unmatched_outside_coverage,1,4304.0,0,UNMATCHED-LUNITA-20180207,,,
MEDI MATSUURA,MEDIMATSUURA,2018-02-07,unmatched_outside_coverage,1,71944.0,0,UNMATCHED-MEDIMATSUURA-20180207,,,
OCEAN STAR,OCEANSTAR,2018-02-07,unmatched_outside_coverage,2,31751.0,0,UNMATCHED-OCEANSTAR-20180207,,,
SNOWY,SNOWY,2018-02-07,unmatched_outside_coverage,1,32999.0,0,UNMATCHED-SNOWY-20180207,,,
YANGTZE HAPPINESS,YANGTZEHAPPINESS,2018-02-07,unmatched_outside_coverage,1,13200.0,0,UNMATCHED-YANGTZEHAPPINESS-20180207,,,
LUNITA,LUNITA,2018-02-08,unmatched_outside_coverage,2,19267.0,0,UNMATCHED-LUNITA-20180208,,,
SAKURA DREAM,SAKURADREAM,2018-02-08,unmatched_outside_coverage,3,32188.0,0,UNMATCHED-SAKURADREAM-20180208,,,
SNOWY,SNOWY,2018-02-08,unmatched_outside_coverage,1,11000.0,0,UNMATCHED-SNOWY-20180208,,,
TC GOLD,TCGOLD,2018-02-08,unmatched_outside_coverage,1,49330.0,0,UNMATCHED-TCGOLD-20180208,,,
TOMINI ABILITY,TOMINIABILITY,2018-02-08,unmatched_outside_coverage,2,33497.0,0,UNMATCHED-TOMINIABILITY-20180208,,,
UBC SALAVERRY,UBCSALAVERRY,2018-02-08,unmatched_outside_coverage,1,7536.0,0,UNMATCHED-UBCSALAVERRY-20180208,,,
LUMINOUS HALO,LUMINOUSHALO,2018-02-09,unmatched_outside_coverage,1,4500.0,0,UNMATCHED-LUMINOUSHALO-20180209,,,
NAVIOS ORBITER,NAVIOSORBITER,2018-02-09,unmatched_outside_coverage,1,67108.0,0,UNMATCHED-NAVIOSORBITER-20180209,,,
NIKKEI SIRIUS,NIKKEISIRIUS,2018-02-09,unmatched_outside_coverage,1,47194.0,0,UNMATCHED-NIKKEISIRIUS-20180209,,,
UBC SALAVERRY,UBCSALAVERRY,2018-02-09,unmatched_outside_coverage,2,11627.0,0,UNMATCHED-UBCSALAVERRY-20180209,,,
BALTIC COVE,BALTICCOVE,2018-02-10,unmatched_outside_coverage,1,30000.0,0,UNMATCHED-BALTICCOVE-20180210,,,
DOGAN,DOGAN,2018-02-10,unmatched_outside_coverage,1,15554.0,0,UNMATCHED-DOGAN-20180210,,,
LUMINOUS HALO,LUMINOUSHALO,2018-02-10,unmatched_outside_coverage,2,43749.0,0,UNMATCHED-LUMINOUSHALO-20180210,,,
YASA UNSAL SUNAR,YASAUNSALSUNAR,2018-02-10,unmatched_outside_coverage,1,49270.0,0,UNMATCHED-YASAUNSALSUNAR-20180210,,,
BRIGHT OCEAN,BRIGHTOCEAN,2018-02-11,unmatched_outside_coverage,2,34082.0,0,UNMATCHED-BRIGHTOCEAN-20180211,,,
DOGAN,DOGAN,2018-02-11,unmatched_outside_coverage,1,2400.0,0,UNMATCHED-DOGAN-20180211,,,
GOLDEN ENDURER,GOLDENENDURER,2018-02-11,unmatched_outside_coverage,1,70614.0,0,UNMATCHED-GOLDENENDURER-20180211,,,
KEY HUNTER,KEYHUNTER,2018-02-11,unmatched_outside_coverage,1,41178.0,0,UNMATCHED-KEYHUNTER-20180211,,,
ATLANTIC PROGRESS,ATLANTICPROGRESS,2018-02-12,unmatched_outside_coverage,1,25294.0,0,UNMATCHED-ATLANTICPROGRESS-20180212,,,
DIMITRIS APESAKIS,DIMITRISAPESAKIS,2018-02-12,unmatched_outside_coverage,1,72126.0,0,UNMATCHED-DIMITRISAPESAKIS-20180212,,,
DOGAN,DOGAN,2018-02-12,unmatched_outside_coverage,2,11578.0,0,UNMATCHED-DOGAN-20180212,,,
KEY HUNTER,KEYHUNTER,2018-02-12,unmatched_outside_coverage,1,30709.0,0,UNMATCHED-KEYHUNTER-20180212,,,
PICTOR,PICTOR,2018-02-12,unmatched_outside_coverage,1,9960.0,0,UNMATCHED-PICTOR-20180212,,,
SERVET ANA,SERVETANA,2018-02-12,unmatched_outside_coverage,1,28921.0,0,UNMATCHED-SERVETANA-20180212,,,
SHANDONG FU HUI,SHANDONGFUHUI,2018-02-12,unmatched_outside_coverage,1,71889.0,0,UNMATCHED-SHANDONGFUHUI-20180212,,,
ATLANTIC VENUS,ATLANTICVENUS,2018-02-13,unmatched_outside_coverage,1,24299.0,0,UNMATCHED-ATLANTICVENUS-20180213,,,
INTERLINK AFFINITY,INTERLINKAFFINITY,2018-02-13,unmatched_outside_coverage,1,34689.0,0,UNMATCHED-INTERLINKAFFINITY-20180213,,,
PAC SUHAIL,PACSUHAIL,2018-02-13,unmatched_outside_coverage,1,24620.0,0,UNMATCHED-PACSUHAIL-20180213,,,
UBC STAVANGER,UBCSTAVANGER,2018-02-13,unmatched_outside_coverage,1,15260.0,0,UNMATCHED-UBCSTAVANGER-20180213,,,
UNITED HARMONY,UNITEDHARMONY,2018-02-13,unmatched_outside_coverage,1,35805.0,0,UNMATCHED-UNITEDHARMONY-20180213,,,
BRIGITTE,BRIGITTE,2018-02-14,unmatched_outside_coverage,2,41666.0,0,UNMATCHED-BRIGITTE-20180214,,,
KM KEELUNG,KMKEELUNG,2018-02-14,unmatched_outside_coverage,1,68800.0,0,UNMATCHED-KMKEELUNG-20180214,,,
TIGER SOUTH,TIGERSOUTH,2018-02-14,unmatched_outside_coverage,1,67124.0,0,UNMATCHED-TIGERSOUTH-20180214,,,
WHITE HAWK,WHITEHAWK,2018-02-14,unmatched_outside_coverage,1,49846.0,0,UNMATCHED-WHITEHAWK-20180214,,,
CECILIA B,CECILIAB,2018-02-15,unmatched_outside_coverage,1,66002.0,0,UNMATCHED-CECILIAB-20180215,,,
ORCHID ISLAND,ORCHIDISLAND,2018-02-15,unmatched_outside_coverage,1,36673.0,0,UNMATCHED-ORCHIDISLAND-20180215,,,
UBC TOKYO,UBCTOKYO,2018-02-15,unmatched_outside_coverage,1,36500.0,0,UNMATCHED-UBCTOKYO-20180215,,,
WESTERN TOSCA,WESTERNTOSCA,2018-02-15,unmatched_outside_coverage,1,34540.0,0,UNMATCHED-WESTERNTOSCA-20180215,,,
GENCO RAPTOR,GENCORAPTOR,2018-02-16,unmatched_outside_coverage,1,57849.0,0,UNMATCHED-GENCORAPTOR-20180216,,,
NAVIGATION OL,NAVIGATIONOL,2018-02-16,unmatched_outside_coverage,1,35864.0,0,UNMATCHED-NAVIGATIONOL-20180216,,,
JAWOR,JAWOR,2018-02-17,unmatched_outside_coverage,1,37191.0,0,UNMATCHED-JAWOR-20180217,,,
SKY KNIGHT,SKYKNIGHT,2018-02-17,unmatched_outside_coverage,1,49843.0,0,UNMATCHED-SKYKNIGHT-20180217,,,
TAMARACK,TAMARACK,2018-02-17,unmatched_outside_coverage,2,42947.0,0,UNMATCHED-TAMARACK-20180217,,,
TATE J,TATEJ,2018-02-17,unmatched_outside_coverage,1,15228.0,0,UNMATCHED-TATEJ-20180217,,,
EIRINI P,EIRINIP,2018-02-18,unmatched_outside_coverage,1,66747.0,0,UNMATCHED-EIRINIP-20180218,,,
KING ISLAND,KINGISLAND,2018-02-18,unmatched_outside_coverage,1,31362.0,0,UNMATCHED-KINGISLAND-20180218,,,
KYDONIA,KYDONIA,2018-02-18,unmatched_outside_coverage,1,72885.0,0,UNMATCHED-KYDONIA-20180218,,,
LILA II,LILAII,2018-02-18,unmatched_outside_coverage,1,19799.0,0,UNMATCHED-LILAII-20180218,,,
SALFORD QUAY,SALFORDQUAY,2018-02-18,unmatched_outside_coverage,1,19235.0,0,UNMATCHED-SALFORDQUAY-20180218,,,
TRANS FREINDSHIP II,TRANSFREINDSHIPII,2018-02-18,unmatched_outside_coverage,1,6386.0,0,UNMATCHED-TRANSFREINDSHIPII-20180218,,,
TRANS FRIENDSHIP II,TRANSFRIENDSHIPII,2018-02-18,unmatched_outside_coverage,1,23768.0,0,UNMATCHED-TRANSFRIENDSHIPII-20180218,,,
TR PRINCESS,TRPRINCESS,2018-02-18,unmatched_outside_coverage,1,60490.0,0,UNMATCHED-TRPRINCESS-20180218,,,
UBC TORONTO,UBCTORONTO,2018-02-18,unmatched_outside_coverage,1,26193.0,0,UNMATCHED-UBCTORONTO-20180218,,,
ADS GALTESUND,ADSGALTESUND,2018-02-19,unmatched_outside_coverage,1,66111.0,0,UNMATCHED-ADSGALTESUND-20180219,,,
MYRTO,MYRTO,2018-02-19,unmatched_outside_coverage,1,69962.0,0,UNMATCHED-MYRTO-20180219,,,
SALFORD QUAY,SALFORDQUAY,2018-02-19,unmatched_outside_coverage,1,26854.0,0,UNMATCHED-SALFORDQUAY-20180219,,,
ADMIRALTY SPIRIT,ADMIRALTYSPIRIT,2018-02-20,unmatched_outside_coverage,1,18698.0,0,UNMATCHED-ADMIRALTYSPIRIT-20180220,,,
GENCO SPIRIT,GENCOSPIRIT,2018-02-20,unmatched_outside_coverage,1,6423.0,0,UNMATCHED-GENCOSPIRIT-20180220,,,
RUBY ENTERPRISE,RUBYENTERPRISE,2018-02-20,unmatched_outside_coverage,1,32225.0,0,UNMATCHED-RUBYENTERPRISE-20180220,,,
STAR JENNIFER,STARJENNIFER,2018-02-20,unmatched_outside_coverage,3,55472.0,0,UNMATCHED-STARJENNIFER-20180220,,,
UBC BALBOA,UBCBALBOA,2018-02-20,unmatched_outside_coverage,1,6368.0,0,UNMATCHED-UBCBALBOA-20180220,,,
UNIVERSAL DURBAN,UNIVERSALDURBAN,2018-02-20,unmatched_outside_coverage,1,9120.0,0,UNMATCHED-UNIVERSALDURBAN-20180220,,,
VSC TRITON,VSCTRITON,2018-02-20,unmatched_outside_coverage,3,48467.0,0,UNMATCHED-VSCTRITON-20180220,,,
CAPTAIN ADAMS,CAPTAINADAMS,2018-02-21,unmatched_outside_coverage,1,54319.0,0,UNMATCHED-CAPTAINADAMS-20180221,,,
CLIPPER SELO,CLIPPERSELO,2018-02-21,unmatched_outside_coverage,1,28999.0,0,UNMATCHED-CLIPPERSELO-20180221,,,
CMB ARIANE,CMBARIANE,2018-02-21,unmatched_outside_coverage,1,20350.0,0,UNMATCHED-CMBARIANE-20180221,,,
KIWI TRADER,KIWITRADER,2018-02-21,unmatched_outside_coverage,1,30000.0,0,UNMATCHED-KIWITRADER-20180221,,,
UBC BALBOA,UBCBALBOA,2018-02-21,unmatched_outside_coverage,2,14330.0,0,UNMATCHED-UBCBALBOA-20180221,,,
UBC TAMPICO,UBCTAMPICO,2018-02-21,unmatched_outside_coverage,1,20460.0,0,UNMATCHED-UBCTAMPICO-20180221,,,
BULK POLAND,BULKPOLAND,2018-02-22,unmatched_outside_coverage,1,75455.0,0,UNMATCHED-BULKPOLAND-20180222,,,
EUROSTAR,EUROSTAR,2018-02-22,unmatched_outside_coverage,1,4950.0,0,UNMATCHED-EUROSTAR-20180222,,,
STAMFORD EAGLE,STAMFORDEAGLE,2018-02-22,unmatched_outside_coverage,2,59335.0,0,UNMATCHED-STAMFORDEAGLE-20180222,,,
ASHIYA STAR,ASHIYASTAR,2018-02-23,unmatched_outside_coverage,1,47136.0,0,UNMATCHED-ASHIYASTAR-20180223,,,
BULK ATACAMA,BULKATACAMA,2018-02-23,unmatched_outside_coverage,1,49477.0,0,UNMATCHED-BULKATACAMA-20180223,,,
EUROSTAR,EUROSTAR,2018-02-23,unmatched_outside_coverage,1,9325.0,0,UNMATCHED-EUROSTAR-20180223,,,
HAI CHANG,HAICHANG,2018-02-23,unmatched_outside_coverage,1,27736.0,0,UNMATCHED-HAICHANG-20180223,,,
TOMINI UNITY,TOMINIUNITY,2018-02-23,unmatched_outside_coverage,1,57491.0,0,UNMATCHED-TOMINIUNITY-20180223,,,
UBC TAMPA,UBCTAMPA,2018-02-23,unmatched_outside_coverage,2,36271.0,0,UNMATCHED-UBCTAMPA-20180223,,,
AMIS CHAMPION,AMISCHAMPION,2018-02-24,unmatched_outside_coverage,1,54972.0,0,UNMATCHED-AMISCHAMPION-20180224,,,
CIELO DI CARTAGENA,CIELODICARTAGENA,2018-02-24,unmatched_outside_coverage,3,29561.0,0,UNMATCHED-CIELODICARTAGENA-20180224,,,
SAKIZAYA CHAMPION,SAKIZAYACHAMPION,2018-02-24,unmatched_outside_coverage,1,65999.0,0,UNMATCHED-SAKIZAYACHAMPION-20180224,,,
UBC TILBURY,UBCTILBURY,2018-02-24,unmatched_outside_coverage,3,26244.0,0,UNMATCHED-UBCTILBURY-20180224,,,
ANTON TOPIC,ANTONTOPIC,2018-02-25,unmatched_outside_coverage,1,8019.0,0,UNMATCHED-ANTONTOPIC-20180225,,,
BALSA 91,BALSA91,2018-02-25,unmatched_outside_coverage,1,7200.0,0,UNMATCHED-BALSA91-20180225,,,
CORAL OCEAN,CORALOCEAN,2018-02-25,unmatched_outside_coverage,1,20753.0,0,UNMATCHED-CORALOCEAN-20180225,,,
GREAT RAINBOW,GREATRAINBOW,2018-02-25,unmatched_outside_coverage,1,57585.0,0,UNMATCHED-GREATRAINBOW-20180225,,,
HARVEST TIME,HARVESTTIME,2018-02-25,unmatched_outside_coverage,1,85048.0,0,UNMATCHED-HARVESTTIME-20180225,,,
OSLO BULK 6,OSLOBULK6,2018-02-25,unmatched_outside_coverage,2,6939.0,0,UNMATCHED-OSLOBULK6-20180225,,,
SFL HUMBER,SFLHUMBER,2018-02-25,unmatched_outside_coverage,1,22322.0,0,UNMATCHED-SFLHUMBER-20180225,,,
AMSTEL FALCON,AMSTELFALCON,2018-02-26,unmatched_outside_coverage,2,22948.0,0,UNMATCHED-AMSTELFALCON-20180226,,,
BEN NEVIS,BENNEVIS,2018-02-26,unmatched_outside_coverage,1,25743.0,0,UNMATCHED-BENNEVIS-20180226,,,
CLIPPER TARPON,CLIPPERTARPON,2018-02-26,unmatched_outside_coverage,1,28503.0,0,UNMATCHED-CLIPPERTARPON-20180226,,,
LOWLANDS SAGUENAY,LOWLANDSSAGUENAY,2018-02-26,unmatched_outside_coverage,1,6385.0,0,UNMATCHED-LOWLANDSSAGUENAY-20180226,,,
MACCOA,MACCOA,2018-02-26,unmatched_outside_coverage,1,24056.0,0,UNMATCHED-MACCOA-20180226,,,
SFL HUMBER,SFLHUMBER,2018-02-26,unmatched_outside_coverage,2,16069.0,0,UNMATCHED-SFLHUMBER-20180226,,,
TOMINI ABILITY,TOMINIABILITY,2018-02-26,unmatched_outside_coverage,1,36564.0,0,UNMATCHED-TOMINIABILITY-20180226,,,
AMSTEL FALCON,AMSTELFALCON,2018-02-27,unmatched_outside_coverage,2,26376.0,0,UNMATCHED-AMSTELFALCON-20180227,,,
ARIETTA LILLY,ARIETTALILLY,2018-02-27,unmatched_outside_coverage,1,66003.0,0,UNMATCHED-ARIETTALILLY-20180227,,,
BALSA 86,BALSA86,2018-02-27,unmatched_outside_coverage,1,6900.0,0,UNMATCHED-BALSA86-20180227,,,
INA,INA,2018-02-27,unmatched_outside_coverage,2,10136.0,0,UNMATCHED-INA-20180227,,,
LOWLANDS SAGUENAY,LOWLANDSSAGUENAY,2018-02-27,unmatched_outside_coverage,1,6734.0,0,UNMATCHED-LOWLANDSSAGUENAY-20180227,,,
NAVIOS SOUTHERN STAR,NAVIOSSOUTHERNSTAR,2018-02-27,unmatched_outside_coverage,3,50473.0,0,UNMATCHED-NAVIOSSOUTHERNSTAR-20180227,,,
BUNUN ACE,BUNUNACE,2018-02-28,unmatched_outside_coverage,1,33000.0,0,UNMATCHED-BUNUNACE-20180228,,,
CIELO DI MONACO,CIELODIMONACO,2018-02-28,unmatched_outside_coverage,1,20999.0,0,UNMATCHED-CIELODIMONACO-20180228,,,
CLIPPER LASCO,CLIPPERLASCO,2018-02-28,unmatched_outside_coverage,2,27226.0,0,UNMATCHED-CLIPPERLASCO-20180228,,,
INA,INA,2018-02-28,unmatched_outside_coverage,1,2561.0,0,UNMATCHED-INA-20180228,,,
OCEAN ECHO,OCEANECHO,2018-02-28,unmatched_outside_coverage,1,34703.0,0,UNMATCHED-OCEANECHO-20180228,,,
TALIA,TALIA,2018-02-28,unmatched_outside_coverage,1,75620.0,0,UNMATCHED-TALIA-20180228,,,
CANVASBACK,CANVASBACK,2018-03-01,unmatched_outside_coverage,1,31568.0,0,UNMATCHED-CANVASBACK-20180301,,,
LOCH MELFORT,LOCHMELFORT,2018-03-01,unmatched_outside_coverage,1,7359.0,0,UNMATCHED-LOCHMELFORT-20180301,,,
POLARSTAR,POLARSTAR,2018-03-01,unmatched_outside_coverage,2,24466.0,0,UNMATCHED-POLARSTAR-20180301,,,
SBI BOLERO,SBIBOLERO,2018-03-01,unmatched_outside_coverage,1,71496.0,0,UNMATCHED-SBIBOLERO-20180301,,,
SBI URSA,SBIURSA,2018-03-01,unmatched_outside_coverage,2,47036.0,0,UNMATCHED-SBIURSA-20180301,,,
TIGER NORTH,TIGERNORTH,2018-03-01,unmatched_outside_coverage,1,71398.0,0,UNMATCHED-TIGERNORTH-20180301,,,
DESERT CALM,DESERTCALM,2018-03-02,unmatched_outside_coverage,1,27494.0,0,UNMATCHED-DESERTCALM-20180302,,,
DORIC SHOGUN,DORICSHOGUN,2018-03-02,unmatched_outside_coverage,1,51799.0,0,UNMATCHED-DORICSHOGUN-20180302,,,
LOCH MELFORT,LOCHMELFORT,2018-03-02,unmatched_outside_coverage,1,6600.0,0,UNMATCHED-LOCHMELFORT-20180302,,,
ALTAIR SKY,ALTAIRSKY,2018-03-03,unmatched_outside_coverage,1,21595.0,0,UNMATCHED-ALTAIRSKY-20180303,,,
