carrier_name,name_normalized,cert_date,reason,line_count,metric_ton_total,candidate_pool_size,fgis_record_id,ambiguous_vessel_keys,resolved_vessel_key,reviewer_note
FAR EASTERN MERCURY,FAREASTERNMERCURY,2018-06-28,unmatched_outside_coverage,1,68999.0,0,UNMATCHED-FAREASTERNMERCURY-20180628,,,
KINGFISHER,KINGFISHER,2018-06-28,unmatched_outside_coverage,2,48561.0,0,UNMATCHED-KINGFISHER-20180628,,,
MAGIC STRIKER,MAGICSTRIKER,2018-06-28,unmatched_outside_coverage,1,40479.0,0,UNMATCHED-MAGICSTRIKER-20180628,,,
PARADISE ISLAND,PARADISEISLAND,2018-06-28,unmatched_outside_coverage,2,49872.0,0,UNMATCHED-PARADISEISLAND-20180628,,,
ROSSANA,ROSSANA,2018-06-28,unmatched_outside_coverage,2,37359.0,0,UNMATCHED-ROSSANA-20180628,,,
VIRTUOUS STRIKER,VIRTUOUSSTRIKER,2018-06-28,unmatched_outside_coverage,1,36786.0,0,UNMATCHED-VIRTUOUSSTRIKER-20180628,,,
CYRENAICA G,CYRENAICAG,2018-06-29,unmatched_outside_coverage,2,44865.0,0,UNMATCHED-CYRENAICAG-20180629,,,
IOLCOS VISION,IOLCOSVISION,2018-06-29,unmatched_outside_coverage,1,58503.0,0,UNMATCHED-IOLCOSVISION-20180629,,,
PAC ALKAID,PACALKAID,2018-06-29,unmatched_outside_coverage,1,25169.0,0,UNMATCHED-PACALKAID-20180629,,,
PRT ACE,PRTACE,2018-06-29,unmatched_outside_coverage,1,24810.0,0,UNMATCHED-PRTACE-20180629,,,
TOMINI ABILITY,TOMINIABILITY,2018-06-29,unmatched_outside_coverage,1,1855.0,0,UNMATCHED-TOMINIABILITY-20180629,,,
NEWYORK HARMONY,NEWYORKHARMONY,2018-06-30,unmatched_outside_coverage,1,35133.0,0,UNMATCHED-NEWYORKHARMONY-20180630,,,
NORDIC LONDON,NORDICLONDON,2018-06-30,unmatched_outside_coverage,2,27813.0,0,UNMATCHED-NORDICLONDON-20180630,,,
PRT ACE,PRTACE,2018-06-30,unmatched_outside_coverage,2,27646.0,0,UNMATCHED-PRTACE-20180630,,,
SEABEE,SEABEE,2018-06-30,unmatched_outside_coverage,1,58198.0,0,UNMATCHED-SEABEE-20180630,,,
VIGOR SW,VIGORSW,2018-06-30,unmatched_outside_coverage,1,31257.0,0,UNMATCHED-VIGORSW-20180630,,,
COOK STRAIT,COOKSTRAIT,2018-07-01,unmatched_outside_coverage,3,29100.0,0,UNMATCHED-COOKSTRAIT-20180701,,,
FEDERAL KIBUNE,FEDERALKIBUNE,2018-07-01,unmatched_outside_coverage,1,33001.0,0,UNMATCHED-FEDERALKIBUNE-20180701,,,
ORIENT TIDE,ORIENTTIDE,2018-07-01,unmatched_outside_coverage,1,24000.0,0,UNMATCHED-ORIENTTIDE-20180701,,,
PAN TOPAZ,PANTOPAZ,2018-07-01,unmatched_outside_coverage,1,72466.0,0,UNMATCHED-PANTOPAZ-20180701,,,
PAN VIVA,PANVIVA,2018-07-01,unmatched_outside_coverage,1,31712.0,0,UNMATCHED-PANVIVA-20180701,,,
UBC SACRAMENTO,UBCSACRAMENTO,2018-07-01,unmatched_outside_coverage,1,30471.0,0,UNMATCHED-UBCSACRAMENTO-20180701,,,
ATLANTIC YUCATAN,ATLANTICYUCATAN,2018-07-02,unmatched_outside_coverage,1,28598.0,0,UNMATCHED-ATLANTICYUCATAN-20180702,,,
BULK ARGENTINA,BULKARGENTINA,2018-07-02,unmatched_outside_coverage,2,2967.0,0,UNMATCHED-BULKARGENTINA-20180702,,,
ELENA TOPIC,ELENATOPIC,2018-07-02,unmatched_outside_coverage,1,35199.0,0,UNMATCHED-ELENATOPIC-20180702,,,
UBC TAMPICO,UBCTAMPICO,2018-07-02,unmatched_outside_coverage,1,7304.0,0,UNMATCHED-UBCTAMPICO-20180702,,,
ARUNA HULYA,ARUNAHULYA,2018-07-03,unmatched_outside_coverage,1,20369.0,0,UNMATCHED-ARUNAHULYA-20180703,,,
BULK ARGENTINA,BULKARGENTINA,2018-07-03,unmatched_outside_coverage,1,993.0,0,UNMATCHED-BULKARGENTINA-20180703,,,
EASTER N,EASTERN,2018-07-03,unmatched_outside_coverage,1,4694.0,0,UNMATCHED-EASTERN-20180703,,,
PRIGIPOS,PRIGIPOS,2018-07-03,unmatched_outside_coverage,1,24778.0,0,UNMATCHED-PRIGIPOS-20180703,,,
SEA HERMES,SEAHERMES,2018-07-03,unmatched_outside_coverage,2,73558.0,0,UNMATCHED-SEAHERMES-20180703,,,
ARUNA HULYA,ARUNAHULYA,2018-07-04,unmatched_outside_coverage,1,32288.0,0,UNMATCHED-ARUNAHULYA-20180704,,,
BULK ARGENTINA,BULKARGENTINA,2018-07-04,unmatched_outside_coverage,1,9351.0,0,UNMATCHED-BULKARGENTINA-20180704,,,
EASTER N,EASTERN,2018-07-04,unmatched_outside_coverage,2,47275.0,0,UNMATCHED-EASTERN-20180704,,,
PRIGIPOS,PRIGIPOS,2018-07-04,unmatched_outside_coverage,1,54998.0,0,UNMATCHED-PRIGIPOS-20180704,,,
ANSAC PHOENIX,ANSACPHOENIX,2018-07-05,unmatched_outside_coverage,2,15906.0,0,UNMATCHED-ANSACPHOENIX-20180705,,,
BULK ARGENTINA,BULKARGENTINA,2018-07-05,unmatched_outside_coverage,3,35834.0,0,UNMATCHED-BULKARGENTINA-20180705,,,
IOLCOS VISION,IOLCOSVISION,2018-07-05,unmatched_outside_coverage,1,15316.0,0,UNMATCHED-IOLCOSVISION-20180705,,,
JAWOR,JAWOR,2018-07-05,unmatched_outside_coverage,1,19601.0,0,UNMATCHED-JAWOR-20180705,,,
JIN ZHU HAI,JINZHUHAI,2018-07-05,unmatched_outside_coverage,1,64698.0,0,UNMATCHED-JINZHUHAI-20180705,,,
MEDI CHIBA,MEDICHIBA,2018-07-05,unmatched_outside_coverage,2,74003.0,0,UNMATCHED-MEDICHIBA-20180705,,,
BALSA 93,BALSA93,2018-07-06,unmatched_outside_coverage,1,7100.0,0,UNMATCHED-BALSA93-20180706,,,
CIELO DI SETO,CIELODISETO,2018-07-06,unmatched_outside_coverage,1,8623.0,0,UNMATCHED-CIELODISETO-20180706,,,
CS JENNA,CSJENNA,2018-07-06,unmatched_outside_coverage,1,20509.0,0,UNMATCHED-CSJENNA-20180706,,,
FILIA GLORY,FILIAGLORY,2018-07-06,unmatched_outside_coverage,2,48208.0,0,UNMATCHED-FILIAGLORY-20180706,,,
MAZOWSZE,MAZOWSZE,2018-07-06,unmatched_outside_coverage,1,20596.0,0,UNMATCHED-MAZOWSZE-20180706,,,
SEAMEC GALLANT,SEAMECGALLANT,2018-07-06,unmatched_outside_coverage,1,30000.0,0,UNMATCHED-SEAMECGALLANT-20180706,,,
CIELO DI SETO,CIELODISETO,2018-07-07,unmatched_outside_coverage,2,19137.0,0,UNMATCHED-CIELODISETO-20180707,,,
KURE HARBOUR,KUREHARBOUR,2018-07-07,unmatched_outside_coverage,1,49025.0,0,UNMATCHED-KUREHARBOUR-20180707,,,
KYDONIA,KYDONIA,2018-07-07,unmatched_outside_coverage,1,76249.0,0,UNMATCHED-KYDONIA-20180707,,,
METEORA,METEORA,2018-07-07,unmatched_outside_coverage,1,54492.0,0,UNMATCHED-METEORA-20180707,,,
NING YUE HAI,NINGYUEHAI,2018-07-07,unmatched_outside_coverage,1,58210.0,0,UNMATCHED-NINGYUEHAI-20180707,,,
HARVEST LEGEND,HARVESTLEGEND,2018-07-08,unmatched_outside_coverage,2,42646.0,0,UNMATCHED-HARVESTLEGEND-20180708,,,
INDIGO SILVA,INDIGOSILVA,2018-07-08,unmatched_outside_coverage,1,22378.0,0,UNMATCHED-INDIGOSILVA-20180708,,,
OMIROS L,OMIROSL,2018-07-08,unmatched_outside_coverage,1,67776.0,0,UNMATCHED-OMIROSL-20180708,,,
BW FLAX,BWFLAX,2018-07-09,unmatched_outside_coverage,1,52499.0,0,UNMATCHED-BWFLAX-20180709,,,
"INLAND  SEA, INLAND SEA",INLANDSEA,2018-07-09,unmatched_outside_coverage,2,35221.0,0,UNMATCHED-INLANDSEA-20180709,,,
PRETTY SIGHT,PRETTYSIGHT,2018-07-09,unmatched_outside_coverage,1,15488.0,0,UNMATCHED-PRETTYSIGHT-20180709,,,
THOR INDEPENDENCE,THORINDEPENDENCE,2018-07-09,unmatched_outside_coverage,2,38224.0,0,UNMATCHED-THORINDEPENDENCE-20180709,,,
VITA FUTURE,VITAFUTURE,2018-07-09,unmatched_outside_coverage,1,71424.0,0,UNMATCHED-VITAFUTURE-20180709,,,
DIAS,DIAS,2018-07-10,unmatched_outside_coverage,1,66898.0,0,UNMATCHED-DIAS-20180710,,,
INTERLINK UTILITY,INTERLINKUTILITY,2018-07-10,unmatched_outside_coverage,1,6000.0,0,UNMATCHED-INTERLINKUTILITY-20180710,,,
NEWSEAS PEARL,NEWSEASPEARL,2018-07-10,unmatched_outside_coverage,1,10027.0,0,UNMATCHED-NEWSEASPEARL-20180710,,,
OCEAN OPAL,OCEANOPAL,2018-07-10,unmatched_outside_coverage,1,31521.0,0,UNMATCHED-OCEANOPAL-20180710,,,
STRATEGIC ENDEAVOR,STRATEGICENDEAVOR,2018-07-10,unmatched_outside_coverage,1,18037.0,0,UNMATCHED-STRATEGICENDEAVOR-20180710,,,
NEWSEAS PEARL,NEWSEASPEARL,2018-07-11,unmatched_outside_coverage,3,39246.0,0,UNMATCHED-NEWSEASPEARL-20180711,,,
STRATEGIC ENDEAVOR,STRATEGICENDEAVOR,2018-07-11,unmatched_outside_coverage,1,11172.0,0,UNMATCHED-STRATEGICENDEAVOR-20180711,,,
SWAN,SWAN,2018-07-11,unmatched_outside_coverage,1,4278.0,0,UNMATCHED-SWAN-20180711,,,
TOMORROW,TOMORROW,2018-07-11,unmatched_outside_coverage,1,4500.0,0,UNMATCHED-TOMORROW-20180711,,,
UBC TARRAGONA,UBCTARRAGONA,2018-07-11,unmatched_outside_coverage,1,10771.0,0,UNMATCHED-UBCTARRAGONA-20180711,,,
YOCHOW,YOCHOW,2018-07-11,unmatched_outside_coverage,1,32700.0,0,UNMATCHED-YOCHOW-20180711,,,
ATLANTIC TULUM,ATLANTICTULUM,2018-07-12,unmatched_outside_coverage,2,36849.0,0,UNMATCHED-ATLANTICTULUM-20180712,,,
BLUE FIN,BLUEFIN,2018-07-12,unmatched_outside_coverage,1,48065.0,0,UNMATCHED-BLUEFIN-20180712,,,
INTERLINK UTILITY,INTERLINKUTILITY,2018-07-12,unmatched_outside_coverage,1,13199.0,0,UNMATCHED-INTERLINKUTILITY-20180712,,,
STAR PISCES,STARPISCES,2018-07-12,unmatched_outside_coverage,1,6072.0,0,UNMATCHED-STARPISCES-20180712,,,
TOMORROW,TOMORROW,2018-07-12,unmatched_outside_coverage,1,38560.0,0,UNMATCHED-TOMORROW-20180712,,,
UBC TARRAGONA,UBCTARRAGONA,2018-07-12,unmatched_outside_coverage,2,16955.0,0,UNMATCHED-UBCTARRAGONA-20180712,,,
ANCASH QUEEN,ANCASHQUEEN,2018-07-13,unmatched_outside_coverage,4,43952.0,0,UNMATCHED-ANCASHQUEEN-20180713,,,
DALMATIA G,DALMATIAG,2018-07-13,unmatched_outside_coverage,1,35304.0,0,UNMATCHED-DALMATIAG-20180713,,,
NEWYORK HARMONY,NEWYORKHARMONY,2018-07-13,unmatched_outside_coverage,3,23403.0,0,UNMATCHED-NEWYORKHARMONY-20180713,,,
STAR PISCES,STARPISCES,2018-07-13,unmatched_outside_coverage,2,7825.0,0,UNMATCHED-STARPISCES-20180713,,,
SWAN,SWAN,2018-07-13,unmatched_outside_coverage,2,26782.0,0,UNMATCHED-SWAN-20180713,,,
BONAS,BONAS,2018-07-14,unmatched_outside_coverage,1,45523.0,0,UNMATCHED-BONAS-20180714,,,
LOXANDRA,LOXANDRA,2018-07-14,unmatched_outside_coverage,1,77274.0,0,UNMATCHED-LOXANDRA-20180714,,,
MARTHA,MARTHA,2018-07-14,unmatched_outside_coverage,1,72669.0,0,UNMATCHED-MARTHA-20180714,,,
NEWYORK HARMONY,NEWYORKHARMONY,2018-07-14,unmatched_outside_coverage,1,11000.0,0,UNMATCHED-NEWYORKHARMONY-20180714,,,
PAC SUHAIL,PACSUHAIL,2018-07-14,unmatched_outside_coverage,1,24871.0,0,UNMATCHED-PACSUHAIL-20180714,,,
SIDER MOMPOX,SIDERMOMPOX,2018-07-14,unmatched_outside_coverage,1,13431.0,0,UNMATCHED-SIDERMOMPOX-20180714,,,
SKAWA,SKAWA,2018-07-14,unmatched_outside_coverage,1,1140.0,0,UNMATCHED-SKAWA-20180714,,,
STAR PISCES,STARPISCES,2018-07-14,unmatched_outside_coverage,1,36790.0,0,UNMATCHED-STARPISCES-20180714,,,
GLOBAL ORIOLE,GLOBALORIOLE,2018-07-15,unmatched_outside_coverage,1,41444.0,0,UNMATCHED-GLOBALORIOLE-20180715,,,
MAGIC STRIKER,MAGICSTRIKER,2018-07-15,unmatched_outside_coverage,1,36997.0,0,UNMATCHED-MAGICSTRIKER-20180715,,,
SKAWA,SKAWA,2018-07-15,unmatched_outside_coverage,3,14802.0,0,UNMATCHED-SKAWA-20180715,,,
UBC TAMPA,UBCTAMPA,2018-07-15,unmatched_outside_coverage,2,36380.0,0,UNMATCHED-UBCTAMPA-20180715,,,
GOLDEN TRADER,GOLDENTRADER,2018-07-16,unmatched_outside_coverage,2,42710.0,0,UNMATCHED-GOLDENTRADER-20180716,,,
JACKIE B,JACKIEB,2018-07-16,unmatched_outside_coverage,1,32299.0,0,UNMATCHED-JACKIEB-20180716,,,
LIBERTY GRACE,LIBERTYGRACE,2018-07-16,unmatched_outside_coverage,1,6000.0,0,UNMATCHED-LIBERTYGRACE-20180716,,,
NEFELI,NEFELI,2018-07-16,unmatched_outside_coverage,1,47734.0,0,UNMATCHED-NEFELI-20180716,,,
ATLANTIC YUCATAN,ATLANTICYUCATAN,2018-07-17,unmatched_outside_coverage,1,49874.0,0,UNMATCHED-ATLANTICYUCATAN-20180717,,,
ORIENT ALLIANCE,ORIENTALLIANCE,2018-07-17,unmatched_outside_coverage,1,24200.0,0,UNMATCHED-ORIENTALLIANCE-20180717,,,
UNION ANTON,UNIONANTON,2018-07-17,unmatched_outside_coverage,1,3146.0,0,UNMATCHED-UNIONANTON-20180717,,,
BLUE MARLIN I,BLUEMARLINI,2018-07-18,unmatched_outside_coverage,1,3300.0,0,UNMATCHED-BLUEMARLINI-20180718,,,
IVS TEMBE,IVSTEMBE,2018-07-18,unmatched_outside_coverage,2,31284.0,0,UNMATCHED-IVSTEMBE-20180718,,,
NEMO,NEMO,2018-07-18,unmatched_outside_coverage,1,46959.0,0,UNMATCHED-NEMO-20180718,,,
TIGER EAST,TIGEREAST,2018-07-18,unmatched_outside_coverage,1,66038.0,0,UNMATCHED-TIGEREAST-20180718,,,
UBC TOKYO,UBCTOKYO,2018-07-18,unmatched_outside_coverage,2,35199.0,0,UNMATCHED-UBCTOKYO-20180718,,,
UNION ANTON,UNIONANTON,2018-07-18,unmatched_outside_coverage,2,19785.0,0,UNMATCHED-UNIONANTON-20180718,,,
BUNUN INFINITY,BUNUNINFINITY,2018-07-19,unmatched_outside_coverage,1,35199.0,0,UNMATCHED-BUNUNINFINITY-20180719,,,
CLIPPER KALAVRYTA,CLIPPERKALAVRYTA,2018-07-19,unmatched_outside_coverage,1,58439.0,0,UNMATCHED-CLIPPERKALAVRYTA-20180719,,,
LEFKES,LEFKES,2018-07-19,unmatched_outside_coverage,1,14224.0,0,UNMATCHED-LEFKES-20180719,,,
NAUTICAL,NAUTICAL,2018-07-19,unmatched_outside_coverage,1,4000.0,0,UNMATCHED-NAUTICAL-20180719,,,
ULTRA CORY,ULTRACORY,2018-07-19,unmatched_outside_coverage,1,57760.0,0,UNMATCHED-ULTRACORY-20180719,,,
BLUE MARLIN I,BLUEMARLINI,2018-07-20,unmatched_outside_coverage,3,45281.0,0,UNMATCHED-BLUEMARLINI-20180720,,,
FRAMURA,FRAMURA,2018-07-20,unmatched_outside_coverage,1,66611.0,0,UNMATCHED-FRAMURA-20180720,,,
LEFKES,LEFKES,2018-07-20,unmatched_outside_coverage,1,17600.0,0,UNMATCHED-LEFKES-20180720,,,
NAUTICAL RUNA,NAUTICALRUNA,2018-07-20,unmatched_outside_coverage,3,47429.0,0,UNMATCHED-NAUTICALRUNA-20180720,,,
PLACID SEA,PLACIDSEA,2018-07-20,unmatched_outside_coverage,2,41287.0,0,UNMATCHED-PLACIDSEA-20180720,,,
VOGE JULIE,VOGEJULIE,2018-07-20,unmatched_outside_coverage,1,32999.0,0,UNMATCHED-VOGEJULIE-20180720,,,
ZINA,ZINA,2018-07-20,unmatched_outside_coverage,1,4188.0,0,UNMATCHED-ZINA-20180720,,,
GENCO SPIRIT,GENCOSPIRIT,2018-07-21,unmatched_outside_coverage,1,29708.0,0,UNMATCHED-GENCOSPIRIT-20180721,,,
IKAN PELATA,IKANPELATA,2018-07-21,unmatched_outside_coverage,1,17599.0,0,UNMATCHED-IKANPELATA-20180721,,,
IRIS OLDENDORFF,IRISOLDENDORFF,2018-07-21,unmatched_outside_coverage,1,42906.0,0,UNMATCHED-IRISOLDENDORFF-20180721,,,
NIKKEI VERDE,NIKKEIVERDE,2018-07-21,unmatched_outside_coverage,1,9603.0,0,UNMATCHED-NIKKEIVERDE-20180721,,,
OSLO BULK 10,OSLOBULK10,2018-07-21,unmatched_outside_coverage,1,1300.0,0,UNMATCHED-OSLOBULK10-20180721,,,
PACIFIC ACTION,PACIFICACTION,2018-07-21,unmatched_outside_coverage,1,23456.0,0,UNMATCHED-PACIFICACTION-20180721,,,
TRUE LOVE,TRUELOVE,2018-07-21,unmatched_outside_coverage,1,27061.0,0,UNMATCHED-TRUELOVE-20180721,,,
UBC BALBOA,UBCBALBOA,2018-07-21,unmatched_outside_coverage,2,21000.0,0,UNMATCHED-UBCBALBOA-20180721,,,
ANOGYRA,ANOGYRA,2018-07-22,unmatched_outside_coverage,1,52711.0,0,UNMATCHED-ANOGYRA-20180722,,,
DELPHI RANGER,DELPHIRANGER,2018-07-22,unmatched_outside_coverage,1,30969.0,0,UNMATCHED-DELPHIRANGER-20180722,,,
HERCULES OCEAN,HERCULESOCEAN,2018-07-22,unmatched_outside_coverage,1,68483.0,0,UNMATCHED-HERCULESOCEAN-20180722,,,
IKAN PELATA,IKANPELATA,2018-07-22,unmatched_outside_coverage,1,26545.0,0,UNMATCHED-IKANPELATA-20180722,,,
IRIS OLDENDORFF,IRISOLDENDORFF,2018-07-22,unmatched_outside_coverage,1,9250.0,0,UNMATCHED-IRISOLDENDORFF-20180722,,,
NIKKEI VERDE,NIKKEIVERDE,2018-07-22,unmatched_outside_coverage,1,35430.0,0,UNMATCHED-NIKKEIVERDE-20180722,,,
OSLO BULK 10,OSLOBULK10,2018-07-22,unmatched_outside_coverage,1,5502.0,0,UNMATCHED-OSLOBULK10-20180722,,,
ROADRUNNER BULKER,ROADRUNNERBULKER,2018-07-22,unmatched_outside_coverage,1,47742.0,0,UNMATCHED-ROADRUNNERBULKER-20180722,,,
TIGER PIONEER,TIGERPIONEER,2018-07-22,unmatched_outside_coverage,2,5519.0,0,UNMATCHED-TIGERPIONEER-20180722,,,
AMORGOS,AMORGOS,2018-07-23,unmatched_outside_coverage,1,23599.0,0,UNMATCHED-AMORGOS-20180723,,,
AS ELBIA,ASELBIA,2018-07-23,unmatched_outside_coverage,2,19815.0,0,UNMATCHED-ASELBIA-20180723,,,
BBC NEPTUNE,BBCNEPTUNE,2018-07-23,unmatched_outside_coverage,1,30139.0,0,UNMATCHED-BBCNEPTUNE-20180723,,,
ELENA TOPIC,ELENATOPIC,2018-07-23,unmatched_outside_coverage,1,38500.0,0,UNMATCHED-ELENATOPIC-20180723,,,
FEDERAL CEDAR,FEDERALCEDAR,2018-07-23,unmatched_outside_coverage,1,22000.0,0,UNMATCHED-FEDERALCEDAR-20180723,,,
ORION BAY,ORIONBAY,2018-07-23,unmatched_outside_coverage,1,3334.0,0,UNMATCHED-ORIONBAY-20180723,,,
TIGER PIONEER,TIGERPIONEER,2018-07-23,unmatched_outside_coverage,3,46202.0,0,UNMATCHED-TIGERPIONEER-20180723,,,
AOM GAIA,AOMGAIA,2018-07-24,unmatched_outside_coverage,1,59999.0,0,UNMATCHED-AOMGAIA-20180724,,,
AREQUIPA QUEEN,AREQUIPAQUEEN,2018-07-24,unmatched_outside_coverage,1,9480.0,0,UNMATCHED-AREQUIPAQUEEN-20180724,,,
BALSA 85,BALSA85,2018-07-24,unmatched_outside_coverage,1,7073.0,0,UNMATCHED-BALSA85-20180724,,,
NORD MANATEE,NORDMANATEE,2018-07-24,unmatched_outside_coverage,2,40291.0,0,UNMATCHED-NORDMANATEE-20180724,,,
OLYMPIA LOGGER,OLYMPIALOGGER,2018-07-24,unmatched_outside_coverage,1,29901.0,0,UNMATCHED-OLYMPIALOGGER-20180724,,,
ORION BAY,ORIONBAY,2018-07-24,unmatched_outside_coverage,1,12872.0,0,UNMATCHED-ORIONBAY-20180724,,,
AREQUIPA QUEEN,AREQUIPAQUEEN,2018-07-25,unmatched_outside_coverage,1,34884.0,0,UNMATCHED-AREQUIPAQUEEN-20180725,,,
FIORA TOPIC,FIORATOPIC,2018-07-25,unmatched_outside_coverage,1,20685.0,0,UNMATCHED-FIORATOPIC-20180725,,,
OKINAWA,OKINAWA,2018-07-25,unmatched_outside_coverage,3,50269.0,0,UNMATCHED-OKINAWA-20180725,,,
SEATTLE,SEATTLE,2018-07-25,unmatched_outside_coverage,1,20199.0,0,UNMATCHED-SEATTLE-20180725,,,
NORDIC LONDON,NORDICLONDON,2018-07-26,unmatched_outside_coverage,1,14604.0,0,UNMATCHED-NORDICLONDON-20180726,,,
PACIFIC NEXUS,PACIFICNEXUS,2018-07-26,unmatched_outside_coverage,2,48248.0,0,UNMATCHED-PACIFICNEXUS-20180726,,,
PAN VIVA,PANVIVA,2018-07-26,unmatched_outside_coverage,1,24431.0,0,UNMATCHED-PANVIVA-20180726,,,
UBC SAIKI,UBCSAIKI,2018-07-26,unmatched_outside_coverage,1,25524.0,0,UNMATCHED-UBCSAIKI-20180726,,,
VIL ATLANTIC,VILATLANTIC,2018-07-26,unmatched_outside_coverage,1,33000.0,0,UNMATCHED-VILATLANTIC-20180726,,,
ATLANTIC ENSENADA,ATLANTICENSENADA,2018-07-27,unmatched_outside_coverage,2,36850.0,0,UNMATCHED-ATLANTICENSENADA-20180727,,,
HARVESTER,HARVESTER,2018-07-27,unmatched_outside_coverage,1,11052.0,0,UNMATCHED-HARVESTER-20180727,,,
HARVEST LEGEND,HARVESTLEGEND,2018-07-27,unmatched_outside_coverage,1,42645.0,0,UNMATCHED-HARVESTLEGEND-20180727,,,
INTERLINK FORTUITY,INTERLINKFORTUITY,2018-07-27,unmatched_outside_coverage,1,8160.0,0,UNMATCHED-INTERLINKFORTUITY-20180727,,,
QUEENA,QUEENA,2018-07-27,unmatched_outside_coverage,1,68249.0,0,UNMATCHED-QUEENA-20180727,,,
SEA PEGASUS,SEAPEGASUS,2018-07-27,unmatched_outside_coverage,1,68858.0,0,UNMATCHED-SEAPEGASUS-20180727,,,
DARYA JAYA,DARYAJAYA,2018-07-28,unmatched_outside_coverage,1,39800.0,0,UNMATCHED-DARYAJAYA-20180728,,,
FENG HE HAI,FENGHEHAI,2018-07-28,unmatched_outside_coverage,1,58537.0,0,UNMATCHED-FENGHEHAI-20180728,,,
INTERLINK FORTUITY,INTERLINKFORTUITY,2018-07-28,unmatched_outside_coverage,2,20950.0,0,UNMATCHED-INTERLINKFORTUITY-20180728,,,
LAURA,LAURA,2018-07-28,unmatched_outside_coverage,1,54998.0,0,UNMATCHED-LAURA-20180728,,,
POLA INDIAN,POLAINDIAN,2018-07-28,unmatched_outside_coverage,2,33236.0,0,UNMATCHED-POLAINDIAN-20180728,,,
ATLANTIC MONTERREY,ATLANTICMONTERREY,2018-07-29,unmatched_outside_coverage,1,60161.0,0,UNMATCHED-ATLANTICMONTERREY-20180729,,,
CIELO DI PALERMO,CIELODIPALERMO,2018-07-29,unmatched_outside_coverage,1,27064.0,0,UNMATCHED-CIELODIPALERMO-20180729,,,
FEDERAL BARENTS,FEDERALBARENTS,2018-07-29,unmatched_outside_coverage,1,31902.0,0,UNMATCHED-FEDERALBARENTS-20180729,,,
MAESTRO DIAMOND,MAESTRODIAMOND,2018-07-29,unmatched_outside_coverage,1,27499.0,0,UNMATCHED-MAESTRODIAMOND-20180729,,,
POLESIE,POLESIE,2018-07-29,unmatched_outside_coverage,2,8743.0,0,UNMATCHED-POLESIE-20180729,,,
PROSNA,PROSNA,2018-07-29,unmatched_outside_coverage,1,9150.0,0,UNMATCHED-PROSNA-20180729,,,
BEKS MUNEVVER,BEKSMUNEVVER,2018-07-30,unmatched_outside_coverage,1,40489.0,0,UNMATCHED-BEKSMUNEVVER-20180730,,,
EMERALD STRAIT,EMERALDSTRAIT,2018-07-30,unmatched_outside_coverage,1,37982.0,0,UNMATCHED-EMERALDSTRAIT-20180730,,,
ETERNITY C,ETERNITYC,2018-07-30,unmatched_outside_coverage,1,30005.0,0,UNMATCHED-ETERNITYC-20180730,,,
GLENGYLE,GLENGYLE,2018-07-30,unmatched_outside_coverage,1,34039.0,0,UNMATCHED-GLENGYLE-20180730,,,
HARVEST FROST,HARVESTFROST,2018-07-30,unmatched_outside_coverage,1,85862.0,0,UNMATCHED-HARVESTFROST-20180730,,,
LIGARI,LIGARI,2018-07-30,unmatched_outside_coverage,1,66820.0,0,UNMATCHED-LIGARI-20180730,,,
MAZOWSZE,MAZOWSZE,2018-07-30,unmatched_outside_coverage,1,19986.0,0,UNMATCHED-MAZOWSZE-20180730,,,
POLESIE,POLESIE,2018-07-30,unmatched_outside_coverage,1,8150.0,0,UNMATCHED-POLESIE-20180730,,,
IKUCHI ISLAND,IKUCHIISLAND,2018-07-31,unmatched_outside_coverage,1,32251.0,0,UNMATCHED-IKUCHIISLAND-20180731,,,
INOI,INOI,2018-07-31,unmatched_outside_coverage,1,12200.0,0,UNMATCHED-INOI-20180731,,,
NORTH STAR,NORTHSTAR,2018-07-31,unmatched_outside_coverage,1,7871.0,0,UNMATCHED-NORTHSTAR-20180731,,,
UBC TOKYO,UBCTOKYO,2018-07-31,unmatched_outside_coverage,1,28596.0,0,UNMATCHED-UBCTOKYO-20180731,,,
VAMOS,VAMOS,2018-07-31,unmatched_outside_coverage,1,68414.0,0,UNMATCHED-VAMOS-20180731,,,
JIN WEN FENG,JINWENFENG,2018-08-01,unmatched_outside_coverage,1,79410.0,0,UNMATCHED-JINWENFENG-20180801,,,
NORTH STAR,NORTHSTAR,2018-08-01,unmatched_outside_coverage,2,17509.0,0,UNMATCHED-NORTHSTAR-20180801,,,
SANTORINI,SANTORINI,2018-08-01,unmatched_outside_coverage,1,65001.0,0,UNMATCHED-SANTORINI-20180801,,,
TAI SUMMIT,TAISUMMIT,2018-08-01,unmatched_outside_coverage,1,56447.0,0,UNMATCHED-TAISUMMIT-20180801,,,
TANIKAZE,TANIKAZE,2018-08-01,unmatched_outside_coverage,3,47124.0,0,UNMATCHED-TANIKAZE-20180801,,,
HANZE GDANSK,HANZEGDANSK,2018-08-02,unmatched_outside_coverage,2,22774.0,0,UNMATCHED-HANZEGDANSK-20180802,,,
SCARLET CARDINAL,SCARLETCARDINAL,2018-08-02,unmatched_outside_coverage,1,57278.0,0,UNMATCHED-SCARLETCARDINAL-20180802,,,
BALTIC LEOPARD,BALTICLEOPARD,2018-08-03,unmatched_outside_coverage,2,47600.0,0,UNMATCHED-BALTICLEOPARD-20180803,,,
